"Sample" "Detector" "Cq"
"1039V10a" "B2M_RQ" 0.0124222219111576
"1039V10a" "RPL29_RQ" 0.0412094340289059
"1039V10c" "ACTB_RQ" 0.127370773222914
"1039V10c" "B2M_RQ" 0.204045366916761
"1039V10c" "RPL29_RQ" 0.193783726323885
"1040S2a" "ACTB_RQ" 0.10316786822025
"1040S2a" "B2M_RQ" 0.468290397543352
"1040S2a" "RPL29_RQ" 0.300664135545762
"1040S2c" "ACTB_RQ" 0.0674302565189632
"1040S2c" "B2M_RQ" 0.0902118594505953
"1040S2c" "RPL29_RQ" 0.235165918039445
"1040V10a" "ACTB_RQ" 0.0192174596905817
"1040V10a" "B2M_RQ" 0.056005994655046
"1040V10a" "RPL29_RQ" 0.0903660459673642
"1040V10c" "ACTB_RQ" 0.00418100868614488
"1040V10c" "B2M_RQ" 0.00494282441388052
"1040V10c" "RPL29_RQ" 0.0105466275102818
"1040V12a" "ACTB_RQ" 0.147940285753376
"1040V12a" "B2M_RQ" 0.232079880483381
"1040V12a" "RPL29_RQ" 0.289621714828498
"1040V12c" "ACTB_RQ" 0.0565532902793481
"1040V12c" "B2M_RQ" 0.0913994726629134
"1040V12c" "RPL29_RQ" 0.170943201182663
"1042S2a" "ACTB_RQ" 0.0831923035011068
"1042S2a" "B2M_RQ" 0.0730750602655718
"1042S2a" "RPL29_RQ" 0.196366406480898
"1042S2c" "ACTB_RQ" 0.0441311280320585
"1042S2c" "B2M_RQ" 0.0384087127762707
"1042S2c" "RPL29_RQ" 0.176402542575907
"1042V10a" "ACTB_RQ" 0.0369942309680222
"1042V10a" "B2M_RQ" 0.0470787135083084
"1042V10a" "RPL29_RQ" 0.0645229451885614
"1042V10c" "ACTB_RQ" 0.263643582725333
"1042V10c" "B2M_RQ" 0.215476511405863
"1042V10c" "RPL29_RQ" 0.323686294438902
"1042V11a" "ACTB_RQ" 0.13239618231237
"1042V11a" "B2M_RQ" 0.132545464454539
"1042V11a" "RPL29_RQ" 0.258696212195013
"1042V11c" "ACTB_RQ" 0.211109476092497
"1042V11c" "B2M_RQ" 0.135516236132138
"1042V11c" "RPL29_RQ" 0.282424392813311
"1047S2a" "ACTB_RQ" 0.0559503501619773
"1047S2a" "B2M_RQ" 0.0405296250893253
"1047S2a" "RPL29_RQ" 0.143408716578138
"1047S2c" "ACTB_RQ" 0.0285510350379276
"1047S2c" "B2M_RQ" 0.0367203927724732
"1047S2c" "RPL29_RQ" 0.0860757014386318
"1047V10a" "ACTB_RQ" 0.206868185231429
"1047V10a" "B2M_RQ" 0.115467774564798
"1047V10a" "RPL29_RQ" 0.315115564967649
"1047V10c" "ACTB_RQ" 0.418045277005446
"1047V10c" "B2M_RQ" 0.285192703850646
"1047V10c" "RPL29_RQ" 0.402318262364908
"1047V12a" "ACTB_RQ" 0.424282661451193
"1047V12a" "B2M_RQ" 0.224601149148908
"1047V12a" "RPL29_RQ" 0.342142414201242
"1047V12c" "ACTB_RQ" 0.046849797374666
"1047V12c" "B2M_RQ" 0.0433549433157394
"1047V12c" "RPL29_RQ" 0.238492855185075
"1047V13a" "ACTB_RQ" 0.0436253629272915
"1047V13a" "B2M_RQ" 0.0740366759345846
"1047V13a" "RPL29_RQ" 0.103275210881764
"1047V13c" "ACTB_RQ" 0.118304042389708
"1047V13c" "B2M_RQ" 0.168626518416232
"1047V13c" "RPL29_RQ" 0.15034095676466
"1048S2a" "ACTB_RQ" 0.0281997010236032
"1048S2a" "B2M_RQ" 0.0248386652297207
"1048S2a" "RPL29_RQ" 0.108886110993914
"1048S2c" "ACTB_RQ" 0.0304255646573264
"1048S2c" "B2M_RQ" 0.0185574018698711
"1048S2c" "RPL29_RQ" 0.15462976885049
"1048V10a" "ACTB_RQ" 0.0244814376206767
"1048V10a" "B2M_RQ" 0.0150572971466353
"1048V10a" "RPL29_RQ" 0.0481093331774538
"1048V10c" "ACTB_RQ" 0.482002985454249
"1048V10c" "B2M_RQ" 0.482104479962304
"1048V10c" "RPL29_RQ" 0.772618244037083
"1048V11a" "ACTB_RQ" 0.405677005323717
"1048V11a" "B2M_RQ" 0.306501609618034
"1048V11a" "RPL29_RQ" 0.565349722126645
"1048V11c" "ACTB_RQ" 0.252643418673708
"1048V11c" "B2M_RQ" 0.292673448205871
"1048V11c" "RPL29_RQ" 0.328559779645409
"1049S2a" "ACTB_RQ" 0.024014584389539
"1049S2a" "B2M_RQ" 0.022384177379839
"1049S2a" "RPL29_RQ" 0.062955719528459
"1049S2c" "ACTB_RQ" 0.0268528793026596
"1049S2c" "B2M_RQ" 0.0191387983369918
"1049S2c" "RPL29_RQ" 0.0911097596569629
"1049V10a" "ACTB_RQ" 0.724605369195902
"1049V10a" "B2M_RQ" 0.263443950699631
"1049V10a" "RPL29_RQ" 1
"1049V10c" "ACTB_RQ" 0.0837905489848064
"1049V10c" "B2M_RQ" 0.0302413349154748
"1049V10c" "RPL29_RQ" 0.263467264908688
"1049V12a" "ACTB_RQ" 0.0497782217450466
"1049V12a" "B2M_RQ" 0.0171981559942242
"1049V12a" "RPL29_RQ" 0.0946059901871663
"1049V12c" "ACTB_RQ" 0.00303049687774472
"1049V12c" "B2M_RQ" 0.001786274440902
"1049V12c" "RPL29_RQ" 0.0198906439693378
"1053S2a" "ACTB_RQ" 0.0781347089632312
"1053S2a" "B2M_RQ" 0.0431727138551686
"1053S2a" "RPL29_RQ" 0.213224280215663
"1053S2c" "ACTB_RQ" 0.0789103194849435
"1053S2c" "B2M_RQ" 0.0321677168825502
"1053S2c" "RPL29_RQ" 0.287132651090808
"1053V10a" "ACTB_RQ" 0.0917771299901509
"1053V10a" "B2M_RQ" 0.043789800269243
"1053V10a" "RPL29_RQ" 0.281745990146479
"1053V10c" "ACTB_RQ" 0.0133474471798187
"1053V10c" "B2M_RQ" 0.00608122792539867
"1053V10c" "RPL29_RQ" 0.0263704987843027
"1053V11a" "ACTB_RQ" 0.311080953434496
"1053V11a" "B2M_RQ" 0.243947311703692
"1053V11a" "RPL29_RQ" 0.411657569439059
"1053V11c" "ACTB_RQ" 0.618823280203711
"1053V11c" "B2M_RQ" 0.458831300539995
"1053V11c" "RPL29_RQ" 0.782582416208937
